counter_name,timestamp,value,hostname
container_cpu_usage,1763004101080644.250000,480.371000,
container_cpu_usage,1763004103030644.250000,494.255000,
container_cpu_usage,1763004103030744.500000,494.255000,
container_cpu_usage,1763004104028253.000000,490.139000,
container_cpu_usage,1763004105046605.250000,483.722000,
container_gpu_mem_usage,1763004098449245.500000,82.635000,
container_gpu_mem_usage,1763004098449245.500000,1.622000,
container_gpu_mem_usage,1763004098449245.500000,96.222000,
container_gpu_mem_usage,1763004099196797.500000,1.622000,
container_gpu_mem_usage,1763004099196797.500000,96.222000,
container_gpu_mem_usage,1763004099196797.500000,82.635000,
container_gpu_mem_usage,1763004100134205.250000,1.622000,
container_gpu_mem_usage,1763004100134205.250000,96.222000,
container_gpu_mem_usage,1763004100134205.250000,82.635000,
container_gpu_mem_usage,1763004101209618.500000,82.635000,
container_gpu_mem_usage,1763004101209618.500000,1.622000,
container_gpu_mem_usage,1763004101209618.500000,96.222000,
container_gpu_mem_usage,1763004102187298.500000,82.635000,
container_gpu_mem_usage,1763004102187298.500000,1.622000,
container_gpu_mem_usage,1763004102187298.500000,96.222000,
container_gpu_mem_usage,1763004103223580.250000,82.635000,
container_gpu_mem_usage,1763004103223580.250000,1.622000,
container_gpu_mem_usage,1763004103223580.250000,96.222000,
container_gpu_mem_usage,1763004104186932.250000,82.635000,
container_gpu_mem_usage,1763004104186932.250000,1.622000,
container_gpu_mem_usage,1763004104186932.250000,96.222000,
container_gpu_mem_usage,1763004105174275.750000,82.635000,
container_gpu_mem_usage,1763004105174275.750000,1.622000,
container_gpu_mem_usage,1763004105174275.750000,96.222000,
container_gpu_usage,1763004098449245.500000,0.000000,
container_gpu_usage,1763004098449245.500000,100.000000,
container_gpu_usage,1763004099196797.500000,0.000000,
container_gpu_usage,1763004099196797.500000,100.000000,
container_gpu_usage,1763004100134205.250000,0.000000,
container_gpu_usage,1763004100134205.250000,100.000000,
container_gpu_usage,1763004101209618.500000,0.000000,
container_gpu_usage,1763004101209618.500000,100.000000,
container_gpu_usage,1763004102187298.500000,0.000000,
container_gpu_usage,1763004102187298.500000,100.000000,
container_gpu_usage,1763004103223580.250000,0.000000,
container_gpu_usage,1763004103223580.250000,100.000000,
container_gpu_usage,1763004104186932.250000,0.000000,
container_gpu_usage,1763004104186932.250000,100.000000,
container_gpu_usage,1763004105174275.750000,0.000000,
container_gpu_usage,1763004105174275.750000,100.000000,
container_mem_usage,1763004101080644.250000,0.855000,
container_mem_usage,1763004103030644.250000,0.868000,
container_mem_usage,1763004103030744.500000,0.868000,
container_mem_usage,1763004104028253.000000,0.874000,
container_mem_usage,1763004105046605.250000,0.880000,
container_mem_used,1763004101080644.250000,9246441472.000000,
container_mem_used,1763004103030644.250000,9381228544.000000,
container_mem_used,1763004103030744.500000,9381228544.000000,
container_mem_used,1763004104028253.000000,9445228544.000000,
container_mem_used,1763004105046605.250000,9508487168.000000,
cpu_frequency,1763004098212871.250000,3500.000000,
cpu_frequency,1763004098212871.250000,3499.275000,
cpu_frequency,1763004098212871.250000,3499.966000,
cpu_frequency,1763004098212871.250000,3500.005000,
cpu_frequency,1763004098212871.250000,3500.015000,
cpu_frequency,1763004098212871.250000,3499.999000,
cpu_frequency,1763004098212871.250000,3499.974000,
cpu_frequency,1763004098212871.250000,3499.979000,
cpu_frequency,1763004098212871.250000,3500.023000,
cpu_frequency,1763004098212871.250000,3496.496000,
cpu_frequency,1763004098212871.250000,3499.977000,
cpu_frequency,1763004098212871.250000,3500.028000,
cpu_frequency,1763004098212871.250000,3500.313000,
cpu_frequency,1763004098212871.250000,3500.018000,
cpu_frequency,1763004098212871.250000,3500.111000,
cpu_frequency,1763004098212871.250000,3500.006000,
cpu_frequency,1763004098212871.250000,3499.996000,
cpu_frequency,1763004098212871.250000,3499.981000,
cpu_frequency,1763004098212871.250000,3493.861000,
cpu_frequency,1763004098212871.250000,3500.574000,
cpu_frequency,1763004098212871.250000,3500.031000,
cpu_frequency,1763004098212871.250000,3501.934000,
cpu_frequency,1763004098212871.250000,3500.017000,
cpu_frequency,1763004098212871.250000,3500.232000,
cpu_frequency,1763004098212871.250000,3500.009000,
cpu_frequency,1763004098212871.250000,3499.997000,
cpu_frequency,1763004098212871.250000,3500.003000,
cpu_frequency,1763004098212871.250000,3499.992000,
cpu_frequency,1763004098212871.250000,3500.136000,
cpu_frequency,1763004098212871.250000,3500.069000,
cpu_frequency,1763004098212871.250000,3500.058000,
cpu_frequency,1763004098212871.250000,3499.985000,
cpu_frequency,1763004098212871.250000,3499.984000,
cpu_frequency,1763004098212871.250000,3500.027000,
cpu_frequency,1763004098212871.250000,3500.025000,
cpu_frequency,1763004098212871.250000,3500.727000,
cpu_frequency,1763004098212871.250000,3500.082000,
cpu_frequency,1763004098212871.250000,3499.794000,
cpu_frequency,1763004098212871.250000,3499.965000,
cpu_frequency,1763004098212871.250000,3499.995000,
cpu_frequency,1763004098212871.250000,3500.011000,
cpu_frequency,1763004099207539.500000,3500.000000,
cpu_frequency,1763004099207539.500000,3499.995000,
cpu_frequency,1763004099207539.500000,3500.042000,
cpu_frequency,1763004099207539.500000,3499.999000,
cpu_frequency,1763004099207539.500000,3500.037000,
cpu_frequency,1763004099207539.500000,3499.773000,
cpu_frequency,1763004099207539.500000,3500.041000,
cpu_frequency,1763004099207539.500000,3499.998000,
cpu_frequency,1763004099207539.500000,3499.984000,
cpu_frequency,1763004099207539.500000,3499.975000,
cpu_frequency,1763004099207539.500000,3499.996000,
cpu_frequency,1763004099207539.500000,3499.988000,
cpu_frequency,1763004099207539.500000,3499.876000,
cpu_frequency,1763004099207539.500000,3500.030000,
cpu_frequency,1763004099207539.500000,3500.035000,
cpu_frequency,1763004099207539.500000,3499.880000,
cpu_frequency,1763004099207539.500000,3499.961000,
cpu_frequency,1763004099207539.500000,3499.958000,
cpu_frequency,1763004099207539.500000,3499.946000,
cpu_frequency,1763004099207539.500000,3500.047000,
cpu_frequency,1763004099207539.500000,3500.084000,
cpu_frequency,1763004099207539.500000,3500.040000,
cpu_frequency,1763004099207539.500000,3500.002000,
cpu_frequency,1763004099207539.500000,3500.033000,
cpu_frequency,1763004099207539.500000,3500.034000,
cpu_frequency,1763004099207539.500000,3500.036000,
cpu_frequency,1763004099207539.500000,3499.796000,
cpu_frequency,1763004099207539.500000,3500.006000,
cpu_frequency,1763004099207539.500000,3499.357000,
cpu_frequency,1763004099207539.500000,3499.965000,
cpu_frequency,1763004099207539.500000,3500.719000,
cpu_frequency,1763004099207539.500000,3499.969000,
cpu_frequency,1763004099207539.500000,3499.971000,
cpu_frequency,1763004099207539.500000,3499.997000,
cpu_frequency,1763004099207539.500000,3500.061000,
cpu_frequency,1763004099207539.500000,3500.050000,
cpu_frequency,1763004099207539.500000,3500.129000,
cpu_frequency,1763004099207539.500000,3499.896000,
cpu_frequency,1763004099207539.500000,3499.877000,
cpu_frequency,1763004099207539.500000,3500.028000,
cpu_frequency,1763004099207539.500000,3500.116000,
cpu_frequency,1763004099207539.500000,3500.003000,
cpu_frequency,1763004099207539.500000,3499.921000,
cpu_frequency,1763004099207539.500000,3500.561000,
cpu_frequency,1763004099207539.500000,3499.165000,
cpu_frequency,1763004099207539.500000,3503.759000,
cpu_frequency,1763004099207539.500000,3499.062000,
cpu_frequency,1763004100210647.250000,3500.000000,
cpu_frequency,1763004100210647.250000,3508.750000,
cpu_frequency,1763004100210647.250000,3504.347000,
cpu_frequency,1763004100210647.250000,3511.111000,
cpu_frequency,1763004100210647.250000,3488.255000,
cpu_frequency,1763004100210647.250000,3500.865000,
cpu_frequency,1763004100210647.250000,3501.312000,
cpu_frequency,1763004100210647.250000,3502.439000,
cpu_frequency,1763004100210647.250000,3499.212000,
cpu_frequency,1763004100210647.250000,3499.801000,
cpu_frequency,1763004100210647.250000,3490.691000,
cpu_frequency,1763004100210647.250000,3495.138000,
cpu_frequency,1763004100210647.250000,3499.138000,
cpu_frequency,1763004100210647.250000,3500.003000,
cpu_frequency,1763004100210647.250000,3500.841000,
cpu_frequency,1763004100210647.250000,3490.384000,
cpu_frequency,1763004100210647.250000,3489.096000,
cpu_frequency,1763004100210647.250000,3497.507000,
cpu_frequency,1763004100210647.250000,3497.719000,
cpu_frequency,1763004100210647.250000,3490.666000,
cpu_frequency,1763004100210647.250000,3500.752000,
cpu_frequency,1763004100210647.250000,3510.736000,
cpu_frequency,1763004100210647.250000,3499.996000,
cpu_frequency,1763004100210647.250000,3503.133000,
cpu_frequency,1763004100210647.250000,3498.179000,
cpu_frequency,1763004100210647.250000,3499.354000,
cpu_frequency,1763004100210647.250000,3499.372000,
cpu_frequency,1763004100210647.250000,3294.117000,
cpu_frequency,1763004100210647.250000,3503.070000,
cpu_frequency,1763004100210647.250000,3499.980000,
cpu_frequency,1763004100210647.250000,3490.765000,
cpu_frequency,1763004100210647.250000,3499.425000,
cpu_frequency,1763004100210647.250000,3499.997000,
cpu_frequency,1763004100210647.250000,3498.075000,
cpu_frequency,1763004100210647.250000,3496.153000,
cpu_frequency,1763004100210647.250000,3499.901000,
cpu_frequency,1763004100210647.250000,3490.932000,
cpu_frequency,1763004100210647.250000,3497.080000,
cpu_frequency,1763004100210647.250000,3498.596000,
